id,monto,cantidad,categoria,region,descuento
1951,3215.86,83,Hogar,Sur,0.34
1952,2226.32,74,Ropa,Norte,0.34
1953,314.42,98,Hogar,Norte,0.18
1954,,42,,,0.33
1955,4282.39,17,Ropa,Norte,0.09
1956,1137.41,16,Electronica,Sur,0.11
1957,996.31,80,Hogar,Norte,0.35
1958,936.5,63,Deportes,Sur,0.17
1959,746.05,89,Ropa,Centro,0.22
1960,12.11,61,Ropa,Sur,0.41
1961,2119.02,45,Electronica,Oeste,0.23
1962,,78,Ropa,Sur,0.48
1963,497.86,20,Deportes,Centro,0.18
1964,3162.44,12,Hogar,Este,0.25
1965,1295.06,26,Ropa,Sur,0.38
1966,4912.45,21,Deportes,Sur,0.25
1967,4952.0,73,Ropa,Este,0.41
1968,1888.25,80,Electronica,Sur,0.17
1969,3178.98,32,Alimentos,Oeste,0.32
1970,4139.23,,Alimentos,Centro,0.11
1971,72.69,29,Deportes,Oeste,0.09
1972,4141.72,47,Hogar,,0.16
1973,2845.54,81,Alimentos,,0.18
1974,4591.97,55,Deportes,Centro,0.28
1975,2956.72,64,Electronica,Norte,0.09
1976,2175.81,2,Ropa,Norte,0.43
1977,371.09,32,Hogar,Centro,0.21
1978,2032.89,67,Hogar,Centro,0.04
1979,930.94,50,Deportes,Centro,0.01
1980,3245.5,31,Deportes,Este,0.47
1981,3015.08,49,Deportes,Sur,0.09
1982,727.93,76,Hogar,Este,0.42
1983,2817.39,37,,Centro,0.36
1984,1534.32,98,Deportes,Este,0.2
1985,449.69,50,Alimentos,Norte,0.21
1986,,41,,Este,0.24
1987,3084.21,57,Alimentos,Oeste,0.44
1988,1033.41,76,Electronica,Sur,0.0
1989,3373.73,31,Deportes,Centro,0.43
1990,3818.44,45,Alimentos,Este,0.21
1991,4710.77,29,,Centro,0.13
1992,2849.08,32,Alimentos,Oeste,0.12
1993,2876.72,53,Deportes,Sur,0.26
1994,,54,Ropa,Centro,0.36
1995,4412.27,35,Deportes,Norte,0.08
1996,580.14,6,Alimentos,Oeste,0.15
1997,2365.73,100,,Oeste,0.12
1998,1910.6,93,Ropa,Este,0.28
1999,3895.03,60,Deportes,Este,0.2
2000,3141.88,1,Deportes,Norte,0.22
2001,1805.68,34,Electronica,Centro,0.2
2002,245.05,24,Ropa,,0.2
2003,1553.59,34,,Oeste,0.33
2004,2081.35,87,Electronica,,0.2
2005,4942.94,91,Hogar,Norte,0.07
2006,4024.56,85,Hogar,Norte,0.22
2007,4208.15,30,Electronica,Centro,0.4
2008,1405.25,24,Ropa,Sur,0.17
2009,770.82,2,Electronica,Norte,0.07
2010,1101.2,60,Hogar,Este,0.37
2011,58.48,19,Alimentos,Norte,0.3
2012,3210.57,11,Deportes,Este,0.09
2013,857.28,,Electronica,Este,0.46
2014,4733.01,95,,Sur,0.46
2015,3311.28,7,Hogar,Este,0.03
2016,2734.59,14,Hogar,Este,0.24
2017,3113.38,24,Deportes,Oeste,0.03
2018,3389.8,44,Alimentos,Centro,0.47
2019,1719.49,69,Ropa,Oeste,0.13
2020,942.19,10,Electronica,Oeste,0.05
2021,214.61,89,Electronica,Norte,0.4
2022,252.17,38,Deportes,Norte,0.4
2023,3099.03,46,Electronica,Sur,0.16
2024,4527.05,96,Ropa,,0.11
2025,752.52,23,Deportes,Oeste,0.16
2026,965.83,95,Ropa,Este,
2027,2216.88,3,Deportes,Este,0.42
2028,,22,Hogar,Este,
2029,3831.61,88,Ropa,Sur,0.13
2030,4388.85,54,Hogar,Sur,0.09
2031,1796.67,54,Ropa,Sur,0.2
2032,,93,Electronica,Oeste,0.08
2033,762.42,97,Ropa,Sur,0.29
2034,865.94,38,,Este,0.48
2035,3119.39,,Electronica,Centro,0.17
2036,207.04,69,Electronica,Norte,0.11
2037,763.44,23,Electronica,Centro,0.19
2038,2180.02,64,,Norte,0.15
2039,1314.41,50,Electronica,,0.15
2040,2852.24,64,Alimentos,Oeste,0.26
2041,1412.44,96,Ropa,Sur,0.37
2042,708.84,19,,Norte,0.1
2043,3060.61,15,Deportes,Norte,0.24
2044,4314.19,98,Alimentos,Centro,0.3
2045,808.61,15,Hogar,Norte,0.01
2046,3726.9,8,Ropa,Sur,
2047,946.82,42,Ropa,Sur,0.16
2048,14.55,89,Ropa,Centro,0.21
2049,316.93,69,Hogar,Sur,0.08
2050,2781.27,65,Ropa,Oeste,0.19
2051,3736.18,82,Hogar,Oeste,0.32
2052,2173.1,100,Deportes,Sur,0.49
2053,3585.9,87,Alimentos,Oeste,0.25
2054,3642.97,62,Electronica,Oeste,0.47
2055,479.38,,Ropa,,0.36
2056,2693.44,84,,Centro,0.12
2057,2051.71,65,Deportes,Sur,0.18
2058,1498.05,23,Ropa,Oeste,0.01
2059,4766.94,50,Electronica,Oeste,0.31
2060,3085.63,21,Hogar,Norte,0.11
2061,3692.18,75,Hogar,Centro,0.01
2062,2953.38,9,Electronica,Centro,0.29
2063,2289.14,64,Deportes,Este,0.18
2064,2547.75,65,Alimentos,Centro,0.06
2065,1720.1,75,Alimentos,Centro,0.27
2066,,2,Hogar,Este,0.08
2067,595.75,5,Hogar,Centro,0.07
2068,310.73,23,Electronica,Norte,0.42
2069,2700.42,86,Deportes,Centro,0.16
2070,2371.27,96,Ropa,,0.28
2071,2238.16,2,Alimentos,Oeste,
2072,4443.58,46,Alimentos,Norte,0.01
2073,3837.43,57,Alimentos,Centro,0.33
2074,3807.04,3,Electronica,,0.27
2075,1024.2,89,Alimentos,Este,0.12
2076,2978.55,,Deportes,Oeste,0.33
2077,1874.26,5,Alimentos,Centro,0.39
2078,4361.85,55,Electronica,Este,0.09
2079,4659.69,38,Hogar,Este,0.01
2080,3425.25,77,Ropa,Este,0.22
2081,,18,Ropa,Centro,0.36
2082,3706.41,85,Hogar,Sur,0.05
2083,2319.26,99,Deportes,Este,0.32
2084,1609.54,24,Alimentos,Este,0.15
2085,582.7,63,,Norte,0.04
2086,3185.48,77,Hogar,Este,0.22
2087,1786.33,57,Alimentos,Oeste,0.37
2088,2905.0,74,Deportes,Este,0.13
2089,2555.17,,Electronica,Sur,0.26
2090,2608.22,24,Deportes,Centro,0.02
2091,3973.05,61,Ropa,Norte,0.14
2092,615.52,53,Ropa,Centro,0.33
2093,2561.86,46,Hogar,Oeste,0.24
2094,1897.61,51,Ropa,Sur,0.03
2095,2880.08,81,Electronica,Centro,0.13
2096,149.82,,Alimentos,Centro,
2097,,88,Deportes,Centro,0.08
2098,1441.01,50,Alimentos,Centro,0.47
2099,2916.28,72,Hogar,Centro,0.19
2100,2601.9,95,Electronica,Centro,0.3
2101,2696.37,85,Alimentos,Sur,0.42
2102,4536.98,11,Deportes,Este,0.46
2103,4055.37,27,Hogar,Norte,0.38
2104,3631.97,27,Deportes,Norte,0.17
2105,3050.72,69,Electronica,Norte,0.47
2106,3087.89,93,Hogar,Norte,0.42
2107,743.3,55,Electronica,Este,0.11
2108,2694.61,,,Este,0.48
2109,3368.31,,Deportes,,0.06
2110,4288.96,74,Alimentos,Sur,0.15
2111,216.1,68,Deportes,Norte,0.27
2112,309.68,28,,Centro,0.1
2113,1898.68,57,Deportes,Sur,0.35
2114,1213.76,91,Alimentos,Oeste,
2115,3166.18,86,Hogar,Oeste,0.33
2116,1788.56,15,Deportes,,0.15
2117,2542.75,63,Deportes,Oeste,0.01
2118,1718.86,23,Electronica,Oeste,0.19
2119,4467.04,90,Ropa,Este,0.47
2120,1331.68,16,Deportes,,
2121,1073.9,63,Deportes,Este,0.21
2122,3383.78,68,Ropa,Centro,0.11
2123,3987.45,52,Deportes,Norte,0.38
2124,869.8,36,Alimentos,Este,0.25
2125,3536.02,99,Hogar,Este,0.37
2126,111.26,71,Hogar,Este,0.49
2127,3829.5,,Deportes,Centro,0.1
2128,2744.14,96,Ropa,Oeste,0.26
2129,4147.85,92,,Este,
2130,4130.39,3,Alimentos,Norte,0.06
2131,343.76,30,Alimentos,Sur,0.31
2132,,9,Hogar,Este,
2133,1079.38,100,,Centro,0.28
2134,4773.98,19,Deportes,Centro,0.27
2135,3723.32,74,Hogar,Sur,0.09
2136,74.87,89,Electronica,Centro,0.11
2137,966.13,56,,,0.19
2138,2246.01,8,,Sur,0.08
2139,4013.93,9,Deportes,,0.1
2140,2381.6,8,Deportes,Norte,0.12
2141,1084.86,25,Ropa,Sur,0.02
2142,1906.47,,Hogar,Norte,0.44
2143,,41,Hogar,Oeste,0.35
2144,840.08,9,Ropa,Sur,0.0
2145,3799.08,17,Electronica,Sur,0.07
2146,2940.63,19,Electronica,Este,0.46
2147,2233.16,24,Hogar,Este,0.01
2148,1127.12,53,Deportes,,0.23
2149,674.01,89,Electronica,Norte,0.27
2150,556.65,69,Hogar,Oeste,0.42
2151,3517.08,69,Deportes,Sur,0.13
2152,1899.95,2,Electronica,Sur,0.13
2153,3288.46,73,Deportes,Oeste,0.02
2154,256.51,93,Ropa,Sur,0.47
2155,3928.19,36,Electronica,Norte,0.25
2156,4827.49,36,Ropa,,0.07
2157,3718.68,96,Electronica,Sur,0.01
2158,,,Hogar,Centro,0.19
2159,29.12,74,Alimentos,Norte,0.28
2160,,12,Ropa,Oeste,0.38
2161,2286.45,87,Deportes,,0.39
2162,,44,Deportes,Este,0.49
2163,207.95,,Alimentos,Sur,0.42
2164,4452.14,32,Electronica,Centro,0.04
2165,1850.05,65,Ropa,Sur,0.29
2166,4025.57,9,Hogar,Oeste,0.16
2167,4717.53,33,Hogar,Sur,0.45
2168,481.98,35,Deportes,Centro,0.36
2169,693.18,58,Ropa,Oeste,0.38
2170,2656.74,9,Hogar,Este,0.34
2171,967.3,29,,Centro,0.23
2172,3859.09,71,Hogar,Sur,0.05
2173,4872.89,3,Electronica,,0.43
2174,1099.22,53,Deportes,Sur,
2175,152.98,96,Deportes,Oeste,0.1
2176,452.41,,Electronica,Oeste,0.47
2177,1628.89,99,Alimentos,Norte,0.46
2178,1530.78,19,Alimentos,Norte,0.21
2179,445.12,47,Ropa,Este,0.37
2180,748.76,72,Deportes,Este,0.04
2181,3748.52,59,Electronica,Oeste,0.09
2182,1940.2,90,Alimentos,Centro,0.48
2183,4419.95,70,Deportes,Oeste,0.43
2184,3313.65,82,Electronica,Este,0.01
2185,2419.45,19,Ropa,Este,0.16
2186,4394.13,71,Hogar,Centro,0.06
2187,1784.62,74,Alimentos,Norte,0.01
2188,509.87,64,Ropa,Norte,0.27
2189,2148.03,44,Deportes,Norte,0.39
2190,1389.75,69,Alimentos,Norte,
2191,496.21,6,Alimentos,Este,0.08
2192,3632.41,4,Deportes,Sur,0.2
2193,506.9,65,Electronica,Sur,0.49
2194,2236.38,80,Alimentos,,0.48
2195,,61,Hogar,Centro,0.12
2196,3810.83,6,Hogar,Sur,0.05
2197,4699.83,79,Alimentos,Este,0.5
2198,3182.48,43,Electronica,Oeste,0.46
2199,1691.8,16,Deportes,Oeste,
2200,22.3,60,Electronica,Norte,0.03
2201,2764.86,100,Ropa,Centro,0.49
2202,1924.07,100,Ropa,,0.1
2203,2800.49,1,,Centro,0.14
2204,1762.73,65,Alimentos,Este,
2205,3841.32,51,Hogar,Oeste,0.08
2206,3818.27,59,,Este,0.33
2207,3100.62,74,Ropa,Norte,0.46
2208,4194.45,19,Ropa,Norte,0.0
2209,4775.18,99,Ropa,Norte,0.39
2210,4329.18,37,,,0.15
2211,540.15,10,Ropa,Norte,0.16
2212,3599.88,92,Ropa,Centro,0.19
2213,1167.2,12,,Este,
2214,2105.95,20,Hogar,Norte,0.41
2215,1237.68,96,Electronica,Oeste,0.43
2216,496.91,48,Alimentos,Oeste,0.25
2217,3199.26,77,Ropa,Este,0.11
2218,3692.04,99,Electronica,Oeste,0.39
2219,2306.16,65,Hogar,Sur,0.18
2220,3614.69,63,Ropa,Este,0.49
2221,4203.48,42,Ropa,Este,0.34
2222,3759.95,52,Deportes,Norte,0.45
2223,2145.91,58,Hogar,Sur,0.19
2224,1045.19,52,Ropa,Centro,0.35
2225,2522.23,7,,Centro,0.34
2226,2958.65,8,Alimentos,,0.39
2227,3438.08,78,Electronica,Este,0.24
2228,2249.61,100,Alimentos,Norte,
2229,2503.46,64,Electronica,Norte,0.17
2230,3907.38,24,Ropa,Sur,0.43
2231,3532.3,83,Hogar,Oeste,0.05
2232,607.86,55,Deportes,Este,0.39
2233,2764.67,30,Electronica,Centro,
2234,,23,Deportes,Norte,0.45
2235,4896.6,87,,Norte,0.25
2236,2255.63,98,Electronica,Sur,
2237,3893.77,88,,Sur,
2238,4176.48,36,Hogar,Este,0.11
2239,2168.99,72,Deportes,,
2240,4648.49,21,Deportes,Centro,0.31
2241,3025.53,90,Electronica,Centro,0.38
2242,1941.15,7,Electronica,Oeste,0.39
2243,2265.55,22,Alimentos,Centro,0.08
2244,3119.03,48,Deportes,Oeste,
2245,18.93,47,,,0.42
2246,,14,Electronica,Norte,0.42
2247,3884.26,31,Electronica,Sur,0.14
2248,1745.74,27,Electronica,,0.48
2249,4529.81,45,Ropa,Este,0.03
2250,3590.98,29,Deportes,Sur,0.29
2251,3776.49,21,Deportes,Norte,0.12
2252,138.13,95,Alimentos,Norte,0.32
2253,2901.04,43,Deportes,Sur,0.2
2254,593.93,64,Deportes,Sur,0.04
2255,79.36,100,Hogar,Norte,0.32
2256,908.15,90,Hogar,Oeste,0.24
2257,1373.98,86,Hogar,Sur,0.31
2258,4452.33,58,,Centro,0.11
2259,1580.45,8,,Este,0.35
2260,1592.39,93,Alimentos,Norte,0.05
2261,2210.87,60,Ropa,Este,0.13
2262,770.86,70,Alimentos,Centro,0.41
2263,2955.55,1,Hogar,Oeste,0.27
2264,995.38,31,Hogar,Este,0.29
2265,4714.07,60,Alimentos,,0.33
2266,3184.52,46,Deportes,Este,0.27
2267,3554.45,52,Hogar,Centro,0.01
2268,1815.25,100,Deportes,Centro,0.16
2269,921.92,97,Hogar,Este,0.09
2270,2764.59,98,,Sur,0.09
2271,1232.19,37,,,0.09
2272,2090.44,89,Alimentos,Este,0.07
2273,267.81,56,Electronica,,0.03
2274,378.98,11,Deportes,Sur,0.12
2275,4182.59,76,Hogar,Centro,0.43
2276,2431.84,,Hogar,Norte,0.2
2277,2182.45,37,Electronica,,0.26
2278,2317.83,55,Ropa,Sur,0.41
2279,4430.86,15,Deportes,Norte,
2280,1501.85,92,Alimentos,Sur,0.17
2281,2322.29,50,Electronica,Sur,0.24
2282,3024.0,6,Hogar,Este,0.44
2283,2754.64,,Deportes,Este,0.42
2284,210.68,72,Electronica,Sur,0.15
2285,1730.03,26,Deportes,Norte,0.19
2286,4371.36,48,Hogar,Norte,0.19
2287,2340.71,56,Electronica,Sur,0.13
2288,1689.39,62,Alimentos,Centro,0.13
2289,4176.97,,,Norte,0.24
2290,4232.92,95,Deportes,Sur,0.11
2291,1983.92,70,Alimentos,Este,0.42
2292,4246.15,50,Electronica,Este,0.2
2293,440.2,67,Ropa,Sur,0.29
2294,554.43,40,Deportes,Este,0.35
2295,1819.89,55,Ropa,Oeste,
2296,2126.9,28,Hogar,Norte,
2297,2357.66,16,Hogar,Oeste,0.07
2298,3213.65,79,Deportes,Oeste,
2299,2514.39,77,Ropa,Sur,0.02
2300,4066.97,89,Hogar,,0.42
2301,3995.11,3,Ropa,Oeste,0.32
2302,3241.32,98,Hogar,,0.04
2303,938.16,9,Electronica,Centro,0.08
2304,3834.85,79,Ropa,Centro,0.5
2305,3513.63,99,Hogar,Norte,0.4
2306,4112.68,34,Ropa,Centro,0.29
2307,4768.63,12,Deportes,Norte,0.12
2308,3876.56,54,Electronica,Centro,0.5
2309,14.95,78,Deportes,Este,0.48
2310,1230.56,19,Electronica,Centro,0.35
2311,2360.02,1,Ropa,Este,0.19
2312,2640.88,98,Alimentos,Centro,0.03
2313,3292.56,84,Hogar,Norte,0.16
2314,4684.89,53,Ropa,,0.02
2315,162.07,9,Deportes,Centro,0.2
2316,4351.24,39,Electronica,Centro,0.16
2317,2899.37,73,Electronica,,0.32
2318,2117.8,15,Electronica,Oeste,0.44
2319,666.5,68,Hogar,,0.01
2320,880.28,25,Ropa,Centro,0.44
2321,3256.55,43,Electronica,Norte,0.34
2322,1479.7,85,Ropa,Norte,0.08
2323,4694.25,29,Alimentos,Oeste,0.12
2324,4634.59,79,,Este,0.38
2325,1594.63,89,Hogar,Norte,0.18
2326,4076.69,100,Hogar,Este,0.34
2327,4494.81,16,Hogar,Este,0.36
2328,3562.94,26,,Oeste,0.12
2329,3126.52,37,Deportes,Sur,0.06
2330,257.24,78,Deportes,Norte,0.09
2331,1993.78,73,Hogar,Centro,0.09
2332,4740.18,20,Deportes,Este,0.37
2333,3675.35,52,Deportes,Oeste,0.23
2334,,33,Alimentos,Sur,0.02
2335,1004.71,25,Ropa,Norte,0.3
2336,,39,Hogar,Sur,
2337,3623.26,40,Alimentos,Centro,0.33
2338,1506.09,,Deportes,Norte,0.29
2339,2703.03,86,Ropa,Norte,0.08
2340,4848.26,8,Electronica,Oeste,0.12
2341,2143.4,14,Hogar,Centro,0.13
2342,4137.28,5,Ropa,Norte,0.43
2343,1825.65,1,Deportes,Este,0.2
2344,768.91,94,Electronica,Este,0.39
2345,606.98,29,Deportes,Oeste,0.33
2346,263.89,26,Alimentos,,0.04
2347,3789.06,23,Deportes,Centro,0.07
2348,359.56,62,Ropa,Este,0.23
2349,2245.53,1,,Centro,0.25
2350,647.71,9,Hogar,Norte,0.44
2351,3043.46,81,Deportes,Este,
2352,3476.91,22,,Sur,0.3
2353,190.01,72,Deportes,Norte,0.25
2354,4176.66,92,Deportes,Oeste,0.2
2355,,61,Deportes,Norte,
2356,1598.07,70,Deportes,Centro,0.01
2357,411.77,88,Electronica,Este,0.19
2358,2722.22,36,,Centro,0.35
2359,,21,Hogar,Oeste,0.17
2360,1037.2,31,Ropa,Oeste,0.21
2361,4250.77,65,Hogar,,0.38
2362,3027.57,6,Electronica,Centro,0.02
2363,4196.28,81,Electronica,Sur,0.14
2364,1895.97,69,,Oeste,0.17
2365,3292.41,84,Ropa,Este,0.15
2366,4525.39,61,Alimentos,Norte,0.14
2367,3396.09,18,,Este,0.45
2368,371.78,44,Hogar,Oeste,0.29
2369,2040.19,90,,Norte,0.19
2370,1924.91,39,Deportes,Norte,
2371,1944.37,43,Hogar,Oeste,0.03
2372,1857.97,68,Alimentos,Centro,0.04
2373,607.81,76,Ropa,,
2374,3197.28,18,Ropa,Oeste,
2375,2844.28,47,Ropa,Norte,0.06
2376,,56,Hogar,Oeste,
2377,3309.62,35,Alimentos,Centro,0.3
2378,1411.17,43,Deportes,Centro,0.05
2379,1742.56,28,Alimentos,Oeste,0.42
2380,843.53,48,Alimentos,Oeste,0.25
2381,,53,Deportes,Oeste,0.21
2382,,82,Electronica,Este,0.21
2383,319.12,4,Electronica,Norte,0.48
2384,4045.77,7,,Este,0.22
2385,1049.9,40,Alimentos,Este,0.13
2386,3401.65,60,Deportes,Norte,0.16
2387,4662.37,69,Hogar,Oeste,0.48
2388,4426.45,25,Deportes,Centro,0.36
2389,1874.41,99,Hogar,Norte,0.12
2390,1225.58,,Deportes,Oeste,0.28
2391,952.32,89,Ropa,Oeste,0.35
2392,204.39,18,Hogar,Centro,0.38
2393,1295.15,31,Deportes,Sur,0.35
2394,,24,Electronica,,
2395,1143.63,67,Hogar,Centro,0.07
2396,751.01,87,Alimentos,Este,0.41
2397,1948.08,57,Electronica,Sur,0.28
2398,23.88,37,Hogar,Sur,0.11
2399,2466.35,28,Deportes,Norte,0.04
2400,2012.04,62,Electronica,Este,
2401,1895.37,,Alimentos,Este,0.08
2402,4121.34,91,Alimentos,,0.03
2403,2174.47,47,Alimentos,Norte,0.21
2404,2151.35,6,Alimentos,Oeste,0.2
2405,3978.34,94,Deportes,Centro,0.29
2406,2615.98,76,Deportes,Este,0.29
2407,2992.79,77,,Este,0.25
2408,75.96,90,Hogar,Sur,0.1
2409,1116.05,49,Deportes,Centro,0.05
2410,377.78,14,Ropa,Norte,0.14
2411,916.35,95,Ropa,Centro,0.46
2412,1524.41,23,Hogar,Centro,0.46
2413,325.75,65,Hogar,Centro,0.45
2414,293.75,38,Electronica,Sur,0.26
2415,1280.81,52,Deportes,Este,0.37
2416,3766.43,55,Hogar,Centro,0.31
2417,23.52,57,Deportes,,0.2
2418,2088.82,17,Alimentos,Oeste,
2419,2034.73,64,Alimentos,Este,0.26
2420,1763.56,23,,,0.22
2421,1691.2,54,Electronica,Oeste,0.43
2422,1280.49,23,Deportes,Oeste,0.43
2423,29.67,26,Hogar,,0.2
2424,4183.3,6,Hogar,Centro,0.23
2425,4683.37,28,Alimentos,Centro,0.21
2426,2675.7,,Ropa,Centro,0.44
2427,,82,Deportes,Sur,0.3
2428,1686.49,35,Deportes,,0.18
2429,215.98,97,Deportes,Norte,0.38
2430,2493.84,29,Deportes,Centro,0.34
2431,,56,Alimentos,Norte,
2432,4847.39,68,Alimentos,Norte,0.38
2433,4222.7,30,Hogar,Oeste,0.37
2434,3050.26,15,Alimentos,Centro,0.03
2435,1011.33,97,Deportes,Centro,0.42
2436,1385.89,21,Hogar,,0.38
2437,3614.24,80,Hogar,Centro,0.08
2438,4247.29,90,Deportes,Norte,
2439,4908.72,98,Ropa,Este,0.27
2440,2817.82,71,Ropa,Oeste,0.01
2441,1104.22,58,,Sur,0.47
2442,3398.15,5,Alimentos,Centro,0.4
2443,2242.86,71,Alimentos,Norte,0.23
2444,2228.62,41,Deportes,Norte,0.26
2445,3745.99,9,Electronica,Este,0.03
2446,4937.89,81,Deportes,Centro,0.2
2447,1030.79,,Electronica,Centro,0.01
2448,548.33,81,Alimentos,Centro,0.3
2449,2736.38,73,Electronica,Sur,0.27
2450,137.63,1,Deportes,,0.19
2451,2276.13,62,Deportes,Sur,0.29
2452,4526.92,56,Electronica,Este,0.3
2453,,59,Ropa,Sur,0.21
2454,3454.13,,Ropa,Sur,0.12
2455,1649.7,88,Electronica,Norte,0.16
2456,3091.25,95,Alimentos,,0.14
2457,2547.96,10,Electronica,Norte,0.15
2458,4681.36,42,Hogar,Oeste,0.1
2459,3883.34,96,Hogar,Centro,
2460,4412.99,39,Deportes,Oeste,0.31
2461,2874.65,98,Hogar,Norte,0.41
2462,1093.56,41,Ropa,Este,0.38
2463,2493.61,21,Hogar,Centro,0.35
2464,2800.0,91,Electronica,Este,
2465,3311.13,30,Alimentos,,0.15
2466,3695.64,75,Ropa,Oeste,0.19
2467,3546.55,94,Deportes,Norte,0.37
2468,2437.85,79,,,0.03
2469,832.1,13,Alimentos,Norte,0.28
2470,3817.22,86,,Centro,0.35
2471,2436.83,4,Ropa,Este,0.06
2472,4984.62,99,Alimentos,Norte,0.41
2473,3230.82,24,Hogar,Centro,0.45
2474,4949.79,10,Hogar,Este,
2475,4750.9,,Ropa,Centro,0.42
2476,366.49,93,Hogar,Centro,0.21
2477,473.47,79,Hogar,Este,0.07
2478,,32,Hogar,Oeste,0.18
2479,704.86,7,Ropa,Norte,0.19
2480,3912.56,83,Deportes,Sur,0.31
2481,2196.16,34,,Centro,0.15
2482,4864.15,43,Alimentos,Este,0.36
2483,1999.65,69,,Sur,0.11
2484,335.19,36,Hogar,Sur,0.37
2485,468.51,76,Alimentos,Sur,0.26
2486,45.35,,Hogar,Centro,0.12
2487,3493.33,65,Hogar,Norte,0.05
2488,2913.57,9,Ropa,Norte,0.22
2489,2744.77,13,Deportes,Este,
2490,3806.13,53,,Centro,0.33
2491,1225.73,10,Ropa,,0.13
2492,,7,Alimentos,Norte,0.25
2493,4577.98,37,Electronica,Oeste,0.05
2494,,33,Electronica,Oeste,0.29
2495,1252.99,67,Electronica,,0.07
2496,4345.96,24,Electronica,Centro,0.02
2497,4252.43,27,Electronica,Sur,0.15
2498,2587.53,15,Alimentos,Oeste,0.08
2499,1669.62,24,Deportes,Norte,0.15
2500,2920.33,25,Deportes,Sur,0.37
2501,2271.82,81,Deportes,Este,0.41
2502,2362.13,52,Hogar,Oeste,0.05
2503,1665.92,35,Alimentos,Centro,0.45
2504,4581.03,14,Ropa,Centro,0.39
2505,800.47,100,Hogar,Sur,0.14
2506,2808.16,90,Deportes,Este,0.06
2507,774.71,91,Ropa,Este,0.19
2508,787.49,83,Deportes,Este,0.21
2509,4701.23,71,Deportes,,0.37
2510,1969.52,38,Deportes,Centro,0.3
2511,390.43,29,Deportes,Oeste,0.25
2512,1227.99,27,Ropa,Norte,0.19
2513,1372.98,62,,Oeste,0.45
2514,2871.33,16,Alimentos,Oeste,0.2
2515,1619.96,19,Hogar,Este,0.5
2516,2030.27,25,Deportes,Centro,0.23
2517,1506.37,74,,Sur,0.42
2518,3514.07,38,Electronica,Centro,0.04
2519,1646.54,5,Deportes,,0.19
2520,3593.48,35,Ropa,Este,0.02
2521,1081.14,54,Alimentos,Norte,0.33
2522,4128.5,89,Hogar,Sur,0.36
2523,,70,Deportes,Centro,0.2
2524,419.77,,Electronica,Centro,0.33
2525,2089.06,16,,Centro,0.27
2526,1236.01,99,Alimentos,Este,0.25
2527,4982.08,26,Electronica,Centro,0.03
2528,4604.3,11,Electronica,Norte,0.24
2529,680.48,75,Ropa,Oeste,0.46
2530,26.52,67,Electronica,Centro,0.33
2531,3161.84,63,Ropa,Oeste,0.04
2532,1845.67,55,Electronica,,0.04
2533,1511.82,85,Alimentos,Sur,0.06
2534,1423.37,,Alimentos,,0.04
2535,2169.55,50,Alimentos,Este,0.27
2536,3281.66,10,Alimentos,Norte,
2537,2335.39,91,Alimentos,Centro,0.26
2538,2853.21,29,Alimentos,Este,0.02
2539,4585.49,47,Ropa,Norte,0.15
2540,1951.63,84,Electronica,Norte,0.18
2541,4295.81,36,Hogar,Oeste,0.11
2542,1307.08,66,Electronica,Oeste,0.4
2543,2999.53,98,Hogar,Sur,0.07
2544,561.05,85,Ropa,Sur,0.11
2545,2682.57,20,Deportes,Norte,0.18
2546,199.87,35,Electronica,Sur,0.4
2547,153.36,100,Hogar,Sur,0.16
2548,2655.41,1,Alimentos,Centro,0.22
2549,2995.98,31,Electronica,Norte,
2550,516.12,92,,Sur,0.12
2551,2555.14,84,Hogar,Sur,0.23
2552,880.55,87,,Este,0.31
2553,4564.07,4,Electronica,Norte,0.11
2554,3304.96,92,Hogar,Norte,0.47
2555,1663.01,45,Alimentos,Norte,0.39
2556,1394.9,95,Hogar,Norte,
2557,1799.63,78,Electronica,Oeste,0.21
2558,1171.47,48,Ropa,Norte,0.02
2559,2094.18,39,Ropa,Centro,0.28
2560,2397.16,79,Alimentos,Oeste,0.31
2561,905.85,2,Ropa,Sur,0.34
2562,2563.86,36,Alimentos,Oeste,0.35
2563,1641.5,59,Hogar,Oeste,0.48
2564,1897.22,22,Ropa,Sur,0.03
2565,1693.0,46,Deportes,Sur,0.11
2566,1135.67,18,Deportes,Oeste,0.2
2567,2429.44,77,Hogar,Sur,0.07
2568,1799.12,23,Electronica,Sur,0.19
2569,3758.86,16,Alimentos,Este,0.29
2570,,54,Ropa,Sur,0.29
2571,1132.34,11,Ropa,Este,0.0
2572,1887.03,44,Hogar,,0.36
2573,1772.72,1,Ropa,Este,0.29
2574,1723.92,28,Hogar,Centro,0.12
2575,1427.89,57,Electronica,Este,0.42
2576,3073.32,11,Hogar,Este,0.49
2577,888.09,98,Ropa,Este,0.06
2578,279.45,93,Electronica,Centro,0.08
2579,2211.79,62,Ropa,Oeste,0.1
2580,1781.9,18,Deportes,Sur,0.32
2581,423.52,20,,Sur,0.1
2582,1686.58,73,Ropa,Norte,0.28
2583,1301.97,85,Ropa,Oeste,0.43
2584,2679.19,63,Hogar,Norte,0.1
2585,1707.43,68,Electronica,Este,0.05
2586,2142.71,56,Alimentos,,0.4
2587,919.48,45,Alimentos,Este,0.4
2588,1932.58,53,Hogar,Este,0.22
2589,2890.89,16,Ropa,Oeste,
